순,검체명,동물명,Hg,As,Cd,Pb,Al,Ba,U,Bi,Ni,Ti,Cs,Sb,Ca,Mg,Na,K,Cu,Zn,P,Fe,Mn,Cr,Se,Co,Li,V,Mo,B,Ca_Mg,Ca_P,Na_K,Zn_Cu,Na_Mg,Ca_K,종,품종,나이,성별,몸무게,BCS,피부건강,관절건강,심장건강,눈건강,호흡기건강,구강건강,소화기건강,비뇨생식기건강,뇌신경건강,호르몬건강,보호자관찰내용1,보호자관찰내용2,보호자관찰내용3,보호자관찰내용4,보호자관찰내용5,보호자관찰내용6,보호자관찰내용7,보호자관찰내용8,보호자관찰내용9,보호자관찰내용10,수의사소견및진단명1,수의사소견및진단명2,수의사소견및진단명3,수의사소견및진단명4,수의사소견및진단명5,수의사소견및진단명6,수의사소견및진단명7,수의사소견및진단명8,수의사소견및진단명9,수의사소견및진단명10,질병명1,질병명2,질병명3,질병명4,질병명5,질병명6,질병명7,질병명8,질병명9,질병명10,카테고리1,카테고리2,카테고리3,카테고리4,카테고리5,카테고리6,카테고리7,카테고리8,카테고리9,카테고리10,혈액검사일,Purpose_of_visit,Record,Glucose,BUN,Creatinine,BUN/CREratio,ALP,ALT,T_protein,Albumin,Globulin,A/G ratio,T_bilirubin,GGT,T_cholesterol,Phosphorus,Calcium[Ca++],Amylase,Lipase(Dry),Lipase,AST/GOT,ALT/GPT,TG,RBC,HCT,HGB,MCV,MCH,MCHC,RDW-CV,#RETIC,%RETIC,RETHGB,WBC,%NEU,%LYM,%MON,EO(%),%BASO,%GRA,#NEU,#LYM,#MON,EO(#),#BASO,#GRA,PLT,MPV,PDW,THT,cPL,Na+,K+,Ca++,Cl-,pH,PCO2,PO2,HCO3-,BEecf(Ven),tCO2,ANION GAP,SO2,stO2,Hct(Ven),CRP,UPC,Urine protein,Urine Creatinine,pH(U),SDMA,Na/K,새카테고리1,새카테고리2,새카테고리3,새카테고리4,새카테고리5,새카테고리6,새카테고리7,새카테고리8,새카테고리9,새카테고리10
26,V0806_28,쿠키,0.079,0.162,0.013,1.403,81.046,3.658,0.013,0.015,1.596,0.005,0.012,0.129,659.728,169.426,4362.96,344.63,13.58,151.601,349.354,146.296,2.808,0.784,1.129,0.073,0.214,0.2,0.088,1.309,3.893900582,1.888422631,12.65983809,11.16354934,25.7514195,1.914308099,개,레브라도리트리버,13,FS,31,4,4,2,5,4,5,3,5,4,5,5,피부종괴,관절염 의심,,,,,,,,,비만세포종 의심,,,,,,,,,,비만세포종,,,,,,,,,,종양,,,,,,,,,,2021-07-24,피부 MCT,4,92,40.1,1.97,20.35,78,72,6.9,,,,0.2,1,222,3.73,9.34,937,,,32,,49,5.9,36.7,13,62.2,22,35.4,15.7,19.5,0.3,,10.53,73.7,16.1,6.6,3.4,0.2,,7.75,1.7,0.7,0.36,0.02,,644,12.8,12.9,0.82,78.1,151,4.76,1.4,115,7.4,40.1,34,24.1,-0.1,21.9,16.5,65.4,11.3,38,3.3,,,,,,,종양,,,,,,,,,
27,V0806_29,몽실이,0.71,0.118,0.033,0.889,13.841,0.851,0.002,0.007,0.84,0.004,0.011,0.244,345.801,70.372,7145.602,2090.095,17.804,214.209,363.083,28.084,0.497,0.434,0.58,0.037,0.251,0.037,0.089,6.566,4.913900415,0.952402068,3.418792926,12.03150977,101.5404138,0.165447504,개,말티즈,18,FS,2.1,3,5,2,3,1,4,2,2,4,1,3,가끔 구토,,,,,,,,,,신부전,췌장염,,,,,,,,,췌장염,신부전,,,,,,,,,소화기질환,신장질환,,,,,,,,,2021-07-24,"신부전, 췌장염, 안과재진",2,,49,1,48,94,111,,,,,,,,3.6,,,,,,,,6.73,45,15.4,66.9,22.9,34.2,19.3,74,1.1,,12.03,71.3,19.5,4.2,4,1,,8.58,2.35,0.5,0.48,0.12,,516,12.4,11.1,0.64,1022.3,,,,,,,,,,,,,,,,,,,,23,,신장질환,췌장염,,,,,,,,
28,V0806_30,희동,0.035,0.073,0.044,3.498,37.985,2.587,0.004,0.019,0.367,0.008,0.01,0.192,304.271,59.328,1463.279,1237.522,15.049,184.925,247.598,91.806,1.512,1.344,0.532,0.065,0.077,0.113,0.083,3.671,5.128623921,1.228891187,1.182426656,12.28819191,24.66422263,0.245871185,개,말티즈,16,MC,3.7,3,4,3,5,4,4,5,5,5,5,5,잘지냄,치아문제외 비교적 상태 양호,,,,,,,,,치주농루 (치주염) 의심,우측 부신 종양,,,,,,,,,부신종양,치주질환,,,,,,,,,치아질환,종양,,,,,,,,,2021-07-24,"췌장수치재검, 혈액검사자료 발송",4,,26.6,0.81,32.83,,,,,,,,,,,,,,,,,,7.35,47.6,16.9,64.8,23,35.5,17.8,19.8,0.3,,5.33,51.2,28.5,12.2,6.4,1.7,,2.73,1.52,0.65,0.34,0.09,,330,11.4,10.5,0.38,,,,,,,,,,,,,,,,,,,,,,,종양,,,,,,,,,
29,V0806_31,보리,0.047,0.047,0.003,0.617,11.931,0.707,0.002,0.005,0.226,0.003,0.005,0.082,764.451,115.641,1168.287,281.968,11.39,158.591,417.234,26.407,0.476,0.311,1.018,0.02,0.069,0.026,0.053,1.004,6.61055335,1.832187693,4.143331867,13.923705,10.10270579,2.711126795,개,웰시코기,3,FS,14,4,4,4,4,5,5,1,1,4,5,5,심한 구토로 내원,,,,,,,,,,심한 물설사 발증,EHEC 검출,심한 위장관염 SUSP,,,,,,,,설사,장염,,,,,,,,,기타,소화기질환,,,,,,,,,2021-07-21,Severe gastroenteritis,208,,6,0.58,10.34,189,171,,,,,0.33,8,,,,,,,32,,,6.06,39.7,14.2,65.5,23.4,35.8,14.6,9.7,0.2,,20.83,83.7,7.3,5.4,3.4,0.2,,17.43,1.52,1.12,0.71,0.05,,167,13.9,16.6,0.23,,146,3.07,1.17,110,7.44,33.4,50,22.3,-1.3,19.6,16.7,87.1,16.7,42,39.4,,,,,,,기타,,,,,,,,,
30,V0806_32,또또,0.078,0.052,0.007,0.124,9.263,4.055,0.001,0.007,0.243,0.001,0.004,0.069,378.241,48.609,514.034,165.369,17.236,256.855,325.171,17.194,0.312,0.261,0.814,0.012,0.128,0.017,0.068,1.167,7.781295645,1.163206436,3.10840605,14.9022395,10.57487297,2.287254564,개,시츄,6,FS,9.3,4,5,5,5,5,5,5,5,5,5,5,림프절 비대,,,,,,,,,,multicentric lymphoma,,,,,,,,,,림프종,,,,,,,,,,종양,,,,,,,,,,2021-07-24,CHOP 12차,170,,,,,,,,,,,,,,,,,,,,,,6.74,45.5,15.4,67.5,22.8,33.8,19.1,150.3,2.2,,14.7,70.9,18.8,4.5,5.2,0.6,,10.42,2.76,0.66,0.77,0.09,,308,13.7,13.1,0.42,,,,,,,,,,,,,,,,,,,,,,,종양,,,,,,,,,
31,V0806_33,복만,0.026,0.053,0.004,0.149,12.033,0.296,0.001,0.004,0.147,0.001,0.003,0.036,262.51,35.112,625.947,389.759,11.413,164,329.725,14.675,0.234,0.203,0.74,0.009,0.361,0.016,0.045,0.783,7.476361358,0.796148305,1.605984724,14.36957855,17.82715311,0.673518764,개,스피츠,1,MC,11,4,5,5,5,5,5,1,2,5,5,5,,,,,,,,,,,gastroenteritis,,,,,,,,,,위염,,,,,,,,,,소화기질환,,,,,,,,,,2021-07-23,소장염,88,,,,,,,,,,,,,,,,,,,,,,7.29,46.2,16.7,63.4,22.9,36.1,17.2,37.9,0.5,,7.9,51.9,18,27.7,2.4,0,,4.1,1.42,2.19,0.19,0,,152,14.9,17.9,0.23,,,,,,,,,,,,,,,,64.6,,,,,,,기타,,,,,,,,,
32,V0806_34,쿠쿠,0.091,0.057,0.004,0.821,12.637,0.33,0.002,0.234,0.278,0.002,0.005,0.07,171.462,17.494,882.353,683.834,21.78,207.648,192.948,14.844,0.131,0.38,0.526,0.013,0.096,0.032,0.075,1.315,9.801188979,0.888643572,1.29030291,9.533884298,50.43746427,0.25073629,개,말티즈,15,MC,4.7,3,4,4,2,3,5,5,5,2,4,4,기침은 없으나 최근 호흡수 증가,혈뇨,,,,,,,,,MMVD B1,CKD,신장결석,방광결석,요로결석,부신종괴,간종양,,,,방광결석,간종양,심장판막증,만성신장질환,요로결석,부신종양,신장결석,,,,신장질환,신장질환,비뇨기질환,비뇨기질환,종양,심장질환,종양,,,,2021-07-24,재검-CT 촬영 및 FNA,3,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,3.58,1.24,111,7.52,24.3,56,19.8,-2.7,16.3,23.9,92.4,21.8,52,,,,,,,,종양,신장질환,심장질환,결석,,,,,,
33,V0806_35,동이,1.893,0.039,0.007,0.402,19.091,1.132,0.003,0.063,0.422,0.003,0.005,0.065,1512.696,237.071,1580.409,291.412,50.739,189.601,290.985,28.491,0.538,0.272,0.668,0.019,0.082,0.05,0.042,1.258,6.380772005,5.198536007,5.423280441,3.73679024,6.666395299,5.190918699,개,치와와,9,FS,4.8,4,3,2,5,2,3,3,4,2,4,1,5p 기력식욕 양호,,,,,,,,,,당뇨,쿠싱 관리환자,간종양,공포성 간병증,방광결석,담낭 슬러지,,,,,간종양,방광결석,공포성간병증,쿠싱,담낭슬러지,당뇨,,,,,호르몬질환,간질환,비뇨기질환,종양,호르몬질환,소화기질환,,,,,2021-08-01,당뇨재진/상담후접종,207,284,6,0.2,25,1125,843,7,3.5,3.5,1,,30,,,,,,,106,,,6.54,43.9,15,67.1,22.9,34.2,21,121.6,1.9,,13.27,82.3,9.6,6.7,0.3,1.1,,10.92,1.27,0.89,0.04,0.15,,931,10.7,9.8,1,,,,,,,,,,,,,,,,,,,,,,,종양,간질환,결석,담낭질환,부신피질기능항진증,,,,,
34,V0806_36,보슬,0.163,0.012,0.003,0.368,5.667,0.152,0.001,0.008,0.232,0.002,0.001,0.028,182.111,21.204,356.459,24.882,15.215,202.984,185.402,8.847,0.098,0.157,0.306,0.006,0.023,0.026,0.04,0.541,8.588521034,0.982249382,14.32597862,13.34104502,16.8109319,7.318985612,개,말티즈,14,FS,2.2,2,5,5,4,5,4,1,5,5,5,5,,,,,,,,,,,폐종괴,폐엽절제술 실시,,,,,,,,,폐엽절제술,폐종괴,,,,,,,,,종양,호흡기질환,,,,,,,,,2021-08-01,폐엽절제술 (박주형/안승엽/김전모),52,112,26,0.9,27,114,98,7.9,3.2,4.7,0.7,0.1,2,145,2.8,9.5,1018,435,,36,,100,6.4,39.7,14.2,62,22.2,35.8,16.4,81.3,1.3,,10.21,73,16.8,6.7,2.5,1,,7.45,1.72,0.68,0.26,0.1,,446,12.7,13,0.57,,151,4.46,1.35,113,7.33,47.9,41,24.4,-0.7,21.8,18.5,71.3,15,46,,0.39,17,43,,11,,종양,,,,,,,,,
35,V0806_37,윤톨이,0.609,0.033,0.003,0.451,14.105,0.469,0.004,0.054,0.274,0.002,0.006,0.062,212.731,26.186,867.998,247.698,14.378,252.13,248.167,25.641,0.31,0.667,0.597,0.012,0.072,0.032,0.032,1.601,8.123844803,0.857209057,3.504259219,17.53581861,33.14740701,0.858832126,개,말티즈,5,FS,3.43,3,5,3,5,5,5,5,5,5,5,5,,,,,,,,,,,슬개골 탈구 수술,,,,,,,,,,슬개골탈구,,,,,,,,,,정형질환,,,,,,,,,,2021-07-30,검진,203,91,20,0.7,27,16,47,6.9,3.6,3.2,1.1,0.1,1,127,3.7,9.6,376,1463,,27,,111,6.47,41.6,15.3,64.3,23.6,36.8,16.3,88,1.4,,13.3,74.3,19.2,4.2,2.1,0.2,,9.88,2.56,0.56,0.28,0.02,,271,15.8,,0.43,,152,4.54,1.32,121,7.42,37.7,55,23.9,0,20.2,11.6,88.8,20.7,51,,0.2,5,189,8,9,,기타,,,,,,,,,
36,V0806_38,블랙,0.079,0.091,0.004,0.447,36.951,1.497,0.005,0.017,1.75,0.006,0.007,0.141,984.765,154.322,1285.436,356.337,13.567,156.61,346.988,75.779,1.344,0.411,0.807,0.054,0.149,0.083,0.071,1.3,6.381235339,2.838037627,3.607360448,11.54345102,8.329570638,2.763577737,개,말라뮤트,1,FS,8.7,3,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,귀엽습니다,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-07-30,심장사상충 검사/음성,207,,,,,,,,,,,,,,,,,,,,,,6.7,44,15.8,65.7,23.6,35.9,15.4,77.7,1.2,,11.82,50.9,35,4.1,9.8,0.2,,6.02,4.14,0.48,1.16,0.02,,219,15.3,,0.34,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
37,V0806_39,베리,0.071,0.1,0.013,0.508,38.972,1.831,0.008,0.037,1.425,0.003,0.008,0.162,772.402,94.008,1356.909,433.43,12.878,162.317,309.947,91.445,1.519,0.552,0.898,0.053,0.091,0.089,0.098,1.205,8.21634329,2.492045414,3.13063009,12.60420873,14.4339737,1.782068615,개,말라뮤트,1,FS,8.7,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-07-30,심장사상충 검사/음성,207,,,,,,,,,,,,,,,,,,,,,,6.17,40.5,14.7,65.6,23.8,36.3,15.9,80.8,1.3,,10.47,51.7,37,4.6,6.3,0.4,,5.42,3.87,0.48,0.66,0.04,,255,14.5,20.1,0.37,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
38,V0806_40,뽀미,0.308,0.03,0.006,0.172,6.767,0.342,0.002,0.008,0.166,0.001,0.005,0.056,247.926,28.388,187.324,80.66,18.54,210.199,193.785,13.71,0.157,0.149,0.651,0.004,0.062,0.025,0.036,0.943,8.733478935,1.279386949,2.32239028,11.33759439,6.598703678,3.073716836,개,말티즈,10,F,3.48,4,5,4,1,5,4,5,5,5,5,5,호흡 곤란,,,,,,,,,,심장병,,,,,,,,,,심장병,,,,,,,,,,심장질환,,,,,,,,,,2021-07-30,재검-E peak 1.4,613,,29.3,0.8,35,,,,,,,,,,3.6,,,,,,,,9.03,52,17.1,57.6,18.9,32.9,21.8,158,1.8,,11.44,70.4,21.9,4,3.5,0.2,,8.05,2.51,0.46,0.4,0.02,,407,13.2,12.4,0.54,,151,4.36,1.28,110,7.42,36.1,37,22.7,-1.2,19.3,22.2,71.5,16.9,52,,,,,,,,심장질환,,,,,,,,,
39,V0806_41,사랑이,0.056,0.066,0.035,0.408,11.393,0.57,0.002,0.022,0.622,0.002,0.006,0.093,312.667,33.076,2517.715,1545.957,18.021,173.2,308.051,22.648,0.381,0.271,0.492,0.02,0.069,0.041,0.083,5.284,9.45298706,1.014984532,1.628580226,9.611009378,76.11908937,0.202248187,개,말티즈,9,MC,5.65,4,3,4,5,5,5,4,5,5,5,3,,,,,,,,,,,cushing's disease 관리 중,,,,,,,,,,쿠싱,,,,,,,,,,호르몬질환,,,,,,,,,,2021-07-30,재검,52,109,4,0.4,10,330,204,6.8,3.3,3.4,1,0.2,34,229,4.3,9.8,551,998,,63,,354,7.59,50.2,17,66.1,22.4,33.9,19.1,65.3,0.9,,10.9,69.7,16.3,12.8,1.2,0,,7.6,1.78,1.39,0.13,0,,387,15.5,19.8,0.6,575.9,148,4.5,1.22,112,7.43,37.7,43,24.5,0.6,20.6,16,79.8,19.3,53,,,,,,,,부신피질기능항진증,,,,,,,,,
40,V0806_42,애기,0.067,0.01,0.008,0.866,4.648,0.201,0.007,0.053,0.401,0.002,0.01,0.041,174.184,24.745,3391.432,1096.081,17.294,187.71,457.035,9.55,0.142,0.261,2.18,0.066,0.188,0.033,0.214,1.772,7.039159426,0.38111742,3.09414359,10.85405343,137.0552435,0.158915263,개,말티즈,17,FS,1.7,2,2,2,2,2,2,2,3,4,2,2,Head tile 경련,인지장애,???,,,,,,,,CKD,MMVD,MASS,IVDD,,,,,,,심장판막증,만성신장질환,종양,디스크,,,,,,,정형질환,종양,신장질환,심장질환,,,,,,,2021-07-29,초진자료입력,333,,33,0.7,50,222,348,6.6,3.1,4.2,0.7,0.3,53,256,6.7,9.8,534,1275,,40,,73,3.92,26,8.4,66.3,21.4,32.3,25.1,170.1,4.3,,19.51,61.1,9.9,25.3,3.5,0.2,,11.92,1.94,4.94,0.68,0.03,,376,14.2,,0.53,470.1,152,5.84,1.27,114,7.36,52.2,43,28.7,3.6,26.7,15.6,75.6,11.5,34,10,,,,,34,,종양,신장질환,심장질환,,,,,,,
41,V0806_43,뭉치,0.052,0.037,0.009,1.324,20.672,3.723,0.005,0.012,0.616,0.003,0.005,0.113,634.511,95.158,302.686,236.739,17.118,149.784,211.457,42.597,0.551,0.626,0.346,0.05,0.035,0.078,0.06,1.411,6.667973266,3.000662073,1.278564157,8.750087627,3.180878118,2.680213231,개,포메라니언,14,FS,2.8,3,3,3,2,3,3,2,4,4,5,5,간헐적 기침,최근 피부염증 및 소변 악취,,,,,,,,,심장병,기관지허탈증,피부염 (농피증),,,,,,,,기관지허탈증,피부염,심장병,,,,,,,,피부질환,호흡기질환,심장질환,,,,,,,,2021-07-30,심장정기검진 - furo out,4,,23.7,0.81,29.25,,,,,,,,,,,,,,,,,,6.83,43.3,14.9,63.4,21.8,34.4,16.2,10.9,0.2,,10.61,66.1,25.5,4.3,4,0.1,,7.01,2.71,0.46,0.42,0.01,,273,13.4,13.1,0.37,,,,,,,,,,,,,,,,,,,,5,,,심장질환,피부질환,,,,,,,,
42,V0806_44,몽룡,0.068,0.057,0.008,0.337,39.031,1.127,0.006,0.017,0.525,0.003,0.004,0.074,193.936,30.815,230.912,111.581,17.398,211.72,262.223,56.167,0.866,0.328,0.588,0.026,0.083,0.187,0.09,0.855,6.293558332,0.739584247,2.069456269,12.16921485,7.493493429,1.738073686,개,말티즈,15,MC,2.3,2,5,1,1,5,2,5,5,1,5,5,기력 저하,,,,,,,,,,MMVD,CKD,심장병,신부전,,,,,,,심장판막증,만성신장질환,신부전,심장병,,,,,,,심장질환,신장질환,신장질환,심장질환,,,,,,,2021-07-24,재검,170,,169,2.7,,,,,,,,,,,9.8,,,,,,,,5.62,37.5,13.3,66.7,23.7,35.5,16.1,16.9,0.3,,11.06,71.7,15,9.7,3.3,0.3,,7.93,1.66,1.07,0.37,0.03,,330,12.9,12,0.43,,,,,,,,,,,,,,,,,,,,,,,신장질환,심장질환,,,,,,,,
43,V0806_45,쭈쭈,0.241,0.026,0.002,0.175,6.427,0.415,0.001,0.005,0.174,0.001,0.004,0.037,328.257,53.184,1680.934,264.624,14.318,208.126,174.045,16.142,0.226,0.168,0.924,0.006,0.021,0.015,0.039,0.436,6.172100632,1.886046712,6.352160046,14.53596871,31.60600933,1.240465717,개,시츄,17,FS,7.5,4,2,2,2,1,3,2,2,1,1,3,다리파행,혈뇨,,,,,,,,,방광염,관절염,,,,,,,,,관절염,방광염,,,,,,,,,비뇨기질환,정형질환,,,,,,,,,2021-07-31,혈뇨/KCS악화,2,,,,,,,,,,,,,,,,,,,,,,7.8,45.6,16,58.5,20.5,35.1,21.1,76.4,1,,11.22,70.2,22.1,5.6,1.5,0.6,,7.87,2.48,0.63,0.17,0.07,,592,11.5,10.4,0.68,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
44,V0806_46,옥희,0.023,0.033,0.003,0.66,8.24,0.863,0.004,0.008,0.187,0.002,0.008,0.054,1356.806,112.641,3141.797,458.134,15.633,207.091,1600.88,14.787,0.239,0.282,1.077,0.017,0.041,0.039,0.097,1.033,12.04540088,0.847537604,6.857812343,13.24704151,27.89212631,2.961592023,개,말티즈,2,FS,2.3,3,5,5,5,5,5,4,5,5,1,5,발작,,,,,,,,,,뇌수막염,,,,,,,,,,뇌수막염,,,,,,,,,,신경계질환,,,,,,,,,,2021-07-30,발작,4,,,,,,,,,,,,,,,,,,,,,,6.38,44.83,23.94,70,37.52,,,,,,6.24,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
45,V0806_47,봄비,0.047,0.058,0.005,0.569,7.186,0.439,0.005,0.385,0.686,0.002,0.005,0.044,176.547,48.143,647.592,362.501,7.783,107.862,678.657,12.649,0.202,0.127,0.631,0.054,0.026,0.11,0.143,1.037,3.667137486,0.260141721,1.786455762,13.85866632,13.45142596,0.487024863,개,비숑프리제,5,M,1.3,3,5,5,5,5,4,5,5,5,2,5,기침 후 쇼크,,,,,,,,,,키아리 증후군,소뇌 탈출증,척수공동증,,,,,,,,소뇌탈출증,키아리증후군,척수공동증,,,,,,,,신경계질환,신경계질환,신경계질환,,,,,,,,2021-07-31,재검,3,89,11,0.3,37,68,137,7.1,3.3,3.8,,0.1,3,88,3.3,8.7,507,285,,56,,65,6.95,45.6,16.3,65.6,23.5,35.7,16.9,21.5,0.3,,12.43,60.4,25.1,10.2,3.5,0.8,,7.5,3.12,1.27,0.44,0.1,,181,15.5,16.6,0.28,69.2,151,4.25,1.32,115,7.37,39.8,43,22.3,-2.3,19,18.4,77.5,18.7,53,12.6,0.28,43,154,6,9,,기타,,,,,,,,,
46,V0806_48,강설,0.036,0.026,0.02,0.623,18.542,1.11,0.005,0.018,0.298,0.002,0.007,0.167,376.835,47.064,693.521,513.558,19.585,190.572,253.343,35.807,0.598,0.308,0.462,0.025,0.069,0.062,0.245,1.222,8.006862995,1.487449821,1.350423905,9.730508042,14.73570032,0.733773011,개,말티즈,10,MC,4,3,2,4,5,5,5,5,4,5,5,5,양호,,,,,,,,,,간수치 상승,췌장염 이력,,,,,,,,,간질환,기타(과거력),,,,,,,,,간질환,기타,,,,,,,,,2021-08-01,간수치 재검,109,,,,,184,181,,,,,0.3,10,,,,,,,100,,,8.01,52.2,17.8,65.2,22.2,34.1,22.1,135.4,1.7,,12.22,66.8,17.8,7.1,7.6,0.7,,8.16,2.18,0.87,0.93,0.08,,469,13.4,12.7,0.63,,,,,,,,,,,,,,,,,,,,,,,간질환,,,,,,,,,
47,V0806_49,쭌,0.16,0.034,0.001,0.076,5.517,0.251,0.001,0.012,0.278,0,0.005,0.054,189.384,37.859,398.394,110.035,11.93,173.731,190.076,13.22,0.207,0.191,1.142,0.01,0.018,0.046,0.112,0.483,5.002350828,0.996359351,3.620611624,14.56253143,10.52309887,1.721125097,개,말티즈,8,MC,9.6,5,1,1,4,3,3,3,4,3,1,1,,,,,,,,,,,갑상선기능저하증,특발성 발작,,,,,,,,,발작,갑상선기능저하증,,,,,,,,,호르몬질환,신경계질환,,,,,,,,,2021-08-01,피부진료,207,,,,,,,,,,,,,,,,,,,,,,6.13,39.3,13.9,64.1,22.7,35.4,18.5,33.1,0.5,,10.14,61.1,20.6,11.1,6.3,0.9,,6.19,2.09,1.13,0.64,0.09,,506,11.4,12.5,0.58,,,,,,,,,,,,,,,,,,,,,,,갑상선기능저하증,,,,,,,,,
48,V0806_50,바나나,0.038,0.011,0.01,0.155,5.316,0.371,0.002,0.01,0.673,0,0.004,0.065,216.28,36.172,2596.205,484.971,18.567,196.661,201.027,13.004,0.196,0.313,0.351,0.009,0.024,0.027,0.063,2.396,5.979210439,1.07587538,5.353320095,10.59196424,71.77388588,0.44596481,개,푸들,9,F,3.7,3,5,2,5,5,5,5,5,1,5,5,생식기 점액,,,,,,,,,,,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-07-31,생식기 분비물,170,,,,,,,,,,,,,,,,,,,,,,6.99,42.4,14.4,60.7,20.6,34,19.8,64.3,0.9,,13.35,76.8,15.9,5,1.4,0.9,,10.25,2.12,0.67,0.19,0.12,,221,16.1,,0.36,,,,,,,,,,,,,,,,1.5,,,,,,,건강,,,,,,,,,
49,V0806_51,담비,0.236,0.078,0.051,0.419,30.762,1.273,0.007,0.154,1.191,0.012,0.01,0.144,922.675,1088.507,9284.097,482.855,15.128,166.206,299.15,55.733,1.242,0.432,0.462,0.058,0.189,0.094,0.056,3.268,0.847651875,3.084322246,19.22750515,10.98664728,8.529202844,1.910873865,개,믹스,12,FS,5.6,2,3,3,3,3,3,2,2,4,5,5,,,,,,,,,,,장염,,,,,,,,,,장염,,,,,,,,,,소화기질환,,,,,,,,,,2021-08-02,복통/혈검요청,207,113,21.1,1.2,17,33,41,6.7,3,3.7,0.8,,,,,,,,,,,,8.28,48.7,16.9,58.8,20.4,34.7,20.1,105.2,1.3,,6.5,69.6,19.4,6.3,3.8,0.9,,4.52,1.26,0.41,0.25,0.06,,336,14.1,15.9,0.47,56.4,150,3.93,1.19,120,7.44,34.1,37,22.5,-1.1,19.3,12,73.5,16.2,49,10,,,,,,,기타,,,,,,,,,
50,V0806_52,요미,0.066,0.085,0.025,0.383,6.469,0.438,0.006,0.019,0.614,0.011,0.005,0.652,248.307,46.588,2657.493,272.485,16.425,230.382,184.966,13.933,0.243,0.175,0.313,0.019,0.044,0.024,0.083,1.813,5.329848888,1.34244672,9.752804742,14.02630137,57.04243582,0.91126851,개,말티즈,7,FS,3.28,3,2,4,4,5,4,3,4,2,3,3,,,,,,,,,,,요관결석,외이염,,,,,,,,,요로결석,외이염,,,,,,,,,비뇨기질환,귀질환,,,,,,,,,2021-08-02,,207,,,,,,,,,,,,,,,,,,,,,,8.24,53.9,19.5,65.4,23.7,36.2,20,130.2,1.6,,7.46,73.7,13.1,6,6.4,0.8,,5.49,0.98,0.45,0.48,0.06,,474,13.4,13.5,0.64,,,,,,,,,,,,,,,,,,,,,,,결석,,,,,,,,,
51,V0806_53,루피,0.794,0.083,0.056,0.46,63.4,7.409,0.034,0.369,0.455,0.012,0.009,0.122,3114.052,246.949,232.892,121.525,22.308,208.237,351.85,55.399,7.688,0.246,0.82,0.118,0.148,0.143,0.093,1.56,12.61010168,8.850510161,1.916412261,9.334633315,0.943077316,25.62478502,개,보더콜리,5.9,MC,19,3,4,5,5,2,5,4,5,5,5,5,눈이 자주 충혈됨,,,,,,,,,,결막염,건성각결막염 의심,치석제거 위해 스케일링 진행,이 외 특이사항 없음,,,,,,,결막염,,,,,,,,,,안과질환,,,,,,,,,,2021-07-28,건강검진,209,103,20.3,1.1,19,41,56,6.8,2.9,3.8,0.8,,,,,,,,,,,,8.26,53.5,18.6,64.8,22.5,34.8,18.1,38,0.5,,5.81,53.7,34.1,6,5.7,0.5,,3.12,1.98,0.35,0.33,0.03,,241,12,10.8,0.29,,155,3.98,1.38,118,7.38,32.4,49,18.7,-5.5,16,22,84.1,19.7,51,,0.03,9,350,6,,,기타,,,,,,,,,
52,V0806_54,펠리스,0.086,0.154,0.011,0.383,6.924,0.44,0.001,0.01,0.524,0.011,0.009,0.092,167.057,28.352,3735.453,265.115,14.363,203.829,257.16,19.848,0.278,0.216,0.476,0.021,0.049,0.025,0.052,1.042,5.89224746,0.649622803,14.08993456,14.19125531,131.7527159,0.630130321,개,말티즈,8,FS,5.5,4,5,3,5,5,5,3,3,5,5,5,,,,,,,,,,,발목관절수술,치아 안좋아서 발치 이력 다수 있음,,,,,,,,,발목관절수술,기타(과거력),,,,,,,,,정형질환,기타,,,,,,,,,2021-07-30,CT 촬영,44,102,12.2,0.57,21.4,487,70,7.9,3.7,4.2,0.88,,3,,,,,,,29,,,7.01,49.7,16.6,70.9,23.7,33.4,18.3,37.9,0.5,,8.59,78.5,13.3,5.2,2.4,0.6,,6.74,1.14,0.45,0.21,0.05,,277,14.4,15.9,0.4,,155,4.79,1.36,123,7.38,33,45,18.9,-5.3,16.3,17.8,80.6,18.6,51,,,,,,,,기타,,,,,,,,,
